age,industry,gender,race,job,timestamp,experience_overall_years,experience_field_years,education
35-44,Education (Higher Education),Man,White,Associate Director of Human Resources,4/27/2021 13:27:46,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
25-34,Computing or Tech,Woman,White,Senior Product Manager,4/28/2021 14:44:49,2 - 4 years,2 - 4 years,College degree
35-44,Retail,Woman,White,owner,4/27/2021 13:26:39,21 - 30 years,5-7 years,College degree
25-34,Retail,Non-binary,White,Warehouse manager,5/3/2021 14:32:28,5-7 years,2 - 4 years,Some college
35-44,Education (Higher Education),Woman,White,"Director, Alumni Relations",4/27/2021 11:14:40,21 - 30 years,11 - 20 years,College degree
55-64,Government and Public Administration,Woman,White,Librarian,4/28/2021 19:54:11,11 - 20 years,5-7 years,"Professional degree (MD, JD, etc.)"
18-24,Government and Public Administration,Woman,Another option not listed here or prefer not to answer,Federal meat inspector,10/26/2021 10:54:10,2 - 4 years,1 year or less,Master's degree
25-34,Property or Construction,Woman,White,Property manager,5/6/2021 10:58:54,5-7 years,5-7 years,College degree
35-44,Wine Wholesale,Woman,White,Director of Operations,4/28/2021 12:19:30,11 - 20 years,11 - 20 years,College degree
25-34,Health care,Man,White,Psychiatrist,4/30/2021 22:38:16,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)"
35-44,Health care,Woman,White,Lab Coordinator,5/5/2021 14:24:59,11 - 20 years,11 - 20 years,Some college
25-34,Health care,Woman,White,Business Development Manager ,4/27/2021 13:04:00,8 - 10 years,2 - 4 years,College degree
18-24,Computing or Tech,Man,White,Senior SQL Developer,10/26/2021 11:28:14,2 - 4 years,2 - 4 years,College degree
45-54,Energy (Oil & Gas),Man,White,Senior Security Engineer,4/29/2021 10:55:35,21 - 30 years,21 - 30 years,Some college
35-44,Procurement/Sourcing/Operations ,Woman,White,Sourcing Project Manager,4/27/2021 12:03:47,11 - 20 years,11 - 20 years,College degree
35-44,Biotech,Woman,White,Associate Director - Business Development,4/30/2021 9:06:33,2 - 4 years,8 - 10 years,PhD
45-54,Computing or Tech,Man,White,Master Trainer,4/27/2021 15:49:29,21 - 30 years,21 - 30 years,College degree
25-34,Computing or Tech,Man,White,Operations manager,5/2/2021 0:50:23,11 - 20 years,8 - 10 years,College degree
35-44,Computing or Tech,Woman,Another option not listed here or prefer not to answer,Tech Writer,4/27/2021 11:04:41,11 - 20 years,8 - 10 years,College degree
45-54,Education (Primary/Secondary),Woman,White,Teacher,4/27/2021 19:17:28,11 - 20 years,11 - 20 years,Master's degree
35-44,Political Consulting,Woman,White,Vice President,4/27/2021 15:31:16,11 - 20 years,11 - 20 years,College degree
45-54,Education (Primary/Secondary),Woman,White,Teacher / Department chair,4/28/2021 17:51:26,11 - 20 years,5-7 years,Master's degree
25-34,Nonprofits,Woman,White,Programs Manager,4/28/2021 15:15:58,8 - 10 years,5-7 years,College degree
45-54,Architecture and engineering consulting and design ,Woman,White,Technical editor,4/27/2021 17:51:10,21 - 30 years,21 - 30 years,Master's degree
35-44,"Accounting, Banking & Finance",Woman,White,FP&A Manager,4/27/2021 17:43:56,11 - 20 years,8 - 10 years,College degree
35-44,Computing or Tech,Man,White,Workday Analyst,5/3/2021 14:23:50,11 - 20 years,5-7 years,Master's degree
35-44,"Accounting, Banking & Finance",Woman,White,credit specialist,4/27/2021 13:03:16,8 - 10 years,5-7 years,College degree
25-34,"Accounting, Banking & Finance",Woman,White,Audit supervisor (cpa),4/27/2021 13:28:46,8 - 10 years,8 - 10 years,Master's degree
35-44,Health care,Woman,White,Nurse Consultant,4/27/2021 15:53:15,11 - 20 years,11 - 20 years,Master's degree
18-24,Nonprofits,Woman,"Hispanic, Latino, or Spanish origin, White",Program Assistant,4/28/2021 21:02:56,2 - 4 years,2 - 4 years,Some college
35-44,"Accounting, Banking & Finance",Woman,White,Payroll Administrator ,4/30/2021 0:11:56,11 - 20 years,8 - 10 years,Some college
35-44,Computing or Tech,Woman,White,Senior Sales Operations Specialist,4/30/2021 18:42:59,21 - 30 years,11 - 20 years,High School
25-34,Property or Construction,Woman,"Asian or Asian American, White",Portfolio Accountant,5/5/2021 16:45:10,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
35-44,"Marketing, Advertising & PR",Woman,White,Associate Creative Director (freelance),4/27/2021 21:39:38,11 - 20 years,11 - 20 years,Master's degree
35-44,"Marketing, Advertising & PR",Woman,White,Director,4/27/2021 15:02:23,11 - 20 years,8 - 10 years,College degree
35-44,Nonprofit scholarly society publisher,Woman,White,Senior Marketing Manager ,4/27/2021 18:31:45,21 - 30 years,11 - 20 years,Master's degree
25-34,Utilities & Telecommunications,Woman,Asian or Asian American,Environmental Specialist,5/10/2021 1:09:47,5-7 years,2 - 4 years,College degree
35-44,Education (Higher Education),Woman,White,Instructional Designer,4/27/2021 17:23:43,11 - 20 years,5-7 years,Master's degree
18-24,Engineering or Manufacturing,Man,White,Associate Mechanical Engineer,12/10/2021 13:33:31,1 year or less,1 year or less,Master's degree
25-34,Health care,Woman,White,Client Services Representative,5/19/2021 13:50:43,2 - 4 years,1 year or less,Master's degree
18-24,Health care,Woman,White,Case Investigator,4/28/2021 15:11:29,1 year or less,1 year or less,College degree
18-24,Computing or Tech,Woman,Asian or Asian American,UX Designer,5/4/2021 22:03:05,2 - 4 years,1 year or less,College degree
25-34,Health care,Woman,White,Program Specialist Senior,5/5/2021 15:22:14,5-7 years,5-7 years,Master's degree
25-34,"Accounting, Banking & Finance",Man,White,Operations Manager,4/27/2021 11:17:08,8 - 10 years,8 - 10 years,Master's degree
45-54,Education (Higher Education),Woman,White,admissions communications,4/27/2021 11:18:32,21 - 30 years,2 - 4 years,College degree
25-34,Nonprofits,Woman,White,Controller,4/29/2021 12:11:11,11 - 20 years,11 - 20 years,College degree
35-44,"Accounting, Banking & Finance",Man,White,SVP,4/30/2021 16:41:05,11 - 20 years,11 - 20 years,College degree
25-34,Public Health,Woman,White,Research Associate,4/29/2021 20:51:18,8 - 10 years,5-7 years,Master's degree
25-34,Engineering or Manufacturing,Man,Asian or Asian American,Business Intelligence Analyst,4/30/2021 20:45:25,5-7 years,5-7 years,Some college
25-34,Computing or Tech,Man,"Asian or Asian American, Black or African American",Senior Associate,4/29/2021 15:27:04,5-7 years,5-7 years,College degree
25-34,Government and Public Administration,Woman,White,Government analyst/PA I,4/27/2021 12:52:31,2 - 4 years,2 - 4 years,College degree
35-44,Academic publishing,Woman,White,Editor ,4/27/2021 11:17:12,11 - 20 years,11 - 20 years,Master's degree
25-34,"Accounting, Banking & Finance",Woman,White,Administrative Specialist,4/27/2021 12:24:24,5-7 years,5-7 years,College degree
18-24,Media & Digital,Woman,White,Associate Publicist,4/27/2021 11:18:17,2 - 4 years,1 year or less,College degree
25-34,Media & Digital,Woman,White,copyeditor,5/1/2021 14:45:59,8 - 10 years,8 - 10 years,College degree
35-44,Regulatory Affairs,Man,White,Regulatory Affairs Specialist,11/19/2021 15:29:47,11 - 20 years,8 - 10 years,College degree
35-44,Engineering or Manufacturing,Man,White,Manager Product Support,4/27/2021 13:58:58,21 - 30 years,11 - 20 years,College degree
35-44,Computing or Tech,Man,White,Staff Software Engineer,4/29/2021 8:23:09,11 - 20 years,11 - 20 years,College degree
45-54,Computing or Tech,Man,"Asian or Asian American, White",Senior Software Engineer,4/28/2021 22:58:12,21 - 30 years,21 - 30 years,College degree
25-34,Education (Primary/Secondary),Woman,"Asian or Asian American, White",Science Teacher,10/26/2021 17:34:36,8 - 10 years,5-7 years,Master's degree
25-34,Computing or Tech,Man,White,Virtualization Engineer,4/28/2021 14:14:28,5-7 years,2 - 4 years,College degree
25-34,Government and Public Administration,Woman,White,Epidemiologist,4/27/2021 13:34:46,5-7 years,5-7 years,Master's degree
25-34,Engineering or Manufacturing,Woman,White,Investigator,4/28/2021 21:39:45,5-7 years,5-7 years,PhD
18-24,Insurance,Woman,Black or African American,Consumer Advocate,9/11/2021 15:21:07,1 year or less,1 year or less,Some college
35-44,Education (Higher Education),Woman,White,Assistant Professor,4/27/2021 14:02:05,5-7 years,5-7 years,PhD
45-54,Technical/Cybersecurity,Woman,White,Product Manager,4/27/2021 11:29:27,21 - 30 years,21 - 30 years,Master's degree
25-34,Health care,Woman,White,RN,5/30/2021 16:19:18,11 - 20 years,2 - 4 years,College degree
25-34,"Accounting, Banking & Finance",Woman,White,Staff Accountant,4/30/2021 15:47:15,2 - 4 years,2 - 4 years,College degree
45-54,Health care,Woman,White,psychologist,4/27/2021 12:24:26,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
25-34,Education (Primary/Secondary),Woman,White,Speech Language Pathologist ,4/27/2021 19:54:11,1 year or less,1 year or less,Master's degree
25-34,Computing or Tech,Woman,White,Product Data Analyst,5/6/2021 19:04:46,5-7 years,2 - 4 years,Master's degree
25-34,Business or Consulting,Woman,White,Instructional Designer,4/27/2021 11:27:52,8 - 10 years,8 - 10 years,College degree
35-44,Computing or Tech,Woman,Black or African American,Scrum Master,4/27/2021 20:30:16,21 - 30 years,11 - 20 years,College degree
25-34,Nonprofits,Man,Asian or Asian American,Director of IT,10/26/2021 11:47:12,11 - 20 years,11 - 20 years,College degree
25-34,Computing or Tech,Woman,White,Software Engineer II,4/29/2021 10:11:23,2 - 4 years,2 - 4 years,College degree
35-44,Health care,Woman,White,Provider Relations Coordinator ,4/27/2021 12:52:53,11 - 20 years,2 - 4 years,College degree
35-44,Nonprofits,Woman,White,Research Director ,4/27/2021 12:42:23,11 - 20 years,11 - 20 years,College degree
25-34,Computing or Tech,Man,White,Consultant,4/28/2021 12:58:39,5-7 years,5-7 years,Master's degree
25-34,Nonprofits,Woman,White,Assistant Director of Major Gifts,4/27/2021 16:53:36,8 - 10 years,5-7 years,Master's degree
45-54,Health care,Woman,White,Managet,5/1/2021 20:43:57,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)"
25-34,Nonprofits,Woman,White,Managing Editor,4/27/2021 11:27:26,8 - 10 years,5-7 years,College degree
25-34,"Accounting, Banking & Finance",Woman,White,Senior Payroll Specialist,8/17/2021 1:34:09,11 - 20 years,2 - 4 years,College degree
45-54,Computing or Tech,Woman,White,Operations Manager,4/27/2021 11:52:43,21 - 30 years,11 - 20 years,College degree
25-34,Social Work,Woman,White,Case Manager,5/3/2021 12:06:47,2 - 4 years,1 year or less,College degree
35-44,Recruitment or HR,Woman,White,Regional HR Manager,4/29/2021 12:50:00,21 - 30 years,11 - 20 years,Master's degree
25-34,Computing or Tech,Woman,White,Software Developer ,4/30/2021 17:01:41,2 - 4 years,2 - 4 years,College degree
35-44,Education (Higher Education),Woman,White,Assistant Professor,4/28/2021 17:39:45,11 - 20 years,11 - 20 years,Master's degree
35-44,Computing or Tech,Woman,White,Senior Manager ERP,4/28/2021 12:38:41,21 - 30 years,11 - 20 years,College degree
35-44,Health care,Woman,White,Front desk,4/28/2021 19:58:18,11 - 20 years,8 - 10 years,High School
25-34,Sales,Man,White,Inside Sales ,4/28/2021 17:32:33,5-7 years,2 - 4 years,High School
35-44,Health care,Woman,White,Manager of Volunteer Services,10/26/2021 13:26:08,11 - 20 years,11 - 20 years,College degree
25-34,Art & Design,Woman,White,Graphic Designer,4/27/2021 11:16:49,5-7 years,5-7 years,College degree
35-44,Business or Consulting,Woman,White,Sr Manager,1/5/2022 9:40:28,11 - 20 years,11 - 20 years,Master's degree
45-54,Engineering or Manufacturing,Woman,White,Quality Manager,4/27/2021 15:36:06,21 - 30 years,5-7 years,Master's degree
35-44,Property or Construction,Woman,White,Executive Assistant,4/28/2021 15:56:48,11 - 20 years,11 - 20 years,Master's degree
18-24,"Accounting, Banking & Finance",Woman,White,Business Analyst,4/28/2021 16:45:26,1 year or less,1 year or less,College degree
45-54,Computing or Tech,Woman,White,"IT Manager, Financial Systems",4/27/2021 11:07:32,21 - 30 years,21 - 30 years,Master's degree
35-44,Law Enforcement & Security,Woman,White,site supervisor,4/28/2021 18:37:04,8 - 10 years,5-7 years,College degree
35-44,Computing or Tech,Man,White,Senior Software Engineer,4/28/2021 18:00:14,11 - 20 years,8 - 10 years,College degree
45-54,Nonprofits,Woman,White,VP of Communications,4/27/2021 11:12:24,11 - 20 years,11 - 20 years,Master's degree
45-54,Media & Digital,Woman,White,Senior Editor,4/27/2021 13:22:33,21 - 30 years,11 - 20 years,Master's degree
25-34,Insurance,Man,White,Business Analyst,10/26/2021 13:52:37,8 - 10 years,1 year or less,College degree
35-44,Computing or Tech,Woman,White,Product Owner,4/27/2021 13:33:48,11 - 20 years,2 - 4 years,College degree
35-44,Nonprofits,Woman,White,HR Director,4/27/2021 13:09:43,11 - 20 years,11 - 20 years,Master's degree
25-34,Government and Public Administration,Woman,White,Director of Library Services,4/28/2021 10:55:43,11 - 20 years,11 - 20 years,Master's degree
45-54,Nonprofits,Man,"Asian or Asian American, White",Web site Analyst,4/30/2021 19:11:11,21 - 30 years,11 - 20 years,College degree
35-44,Government and Public Administration,Woman,White,Director of Marketing,5/5/2021 15:25:30,11 - 20 years,11 - 20 years,College degree
35-44,Law,Woman,White,Counsel,4/29/2021 21:07:23,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)"
35-44,Affordable Housing Real Estate Development (nonprofit),Woman,Black or African American,Senior Project Manager,4/28/2021 20:40:41,11 - 20 years,11 - 20 years,Master's degree
25-34,Education (Higher Education),Woman,White,Chemistry PhD student,4/27/2021 14:45:00,5-7 years,5-7 years,Master's degree
45-54,Computing or Tech,Man,White,Senior SW Engineer,4/27/2021 21:10:05,31 - 40 years,31 - 40 years,College degree
45-54,Education (Higher Education),Woman,White,Contract Manager,4/27/2021 11:19:35,11 - 20 years,8 - 10 years,Master's degree
25-34,Health care,Man,Asian or Asian American,financial Analyst,5/3/2021 0:44:46,5-7 years,5-7 years,College degree
25-34,Computing or Tech,Man,Black or African American,Configuration Management Specialist,4/28/2021 17:52:47,2 - 4 years,2 - 4 years,College degree
35-44,"Accounting, Banking & Finance",Woman,White,Product Design,4/27/2021 13:24:29,21 - 30 years,11 - 20 years,College degree
35-44,Computing or Tech,Woman,White,User Operations associate,4/28/2021 17:20:25,11 - 20 years,5-7 years,Some college
25-34,"Marketing, Advertising & PR",Woman,"Middle Eastern or Northern African, White",VP,4/27/2021 13:33:54,5-7 years,5-7 years,College degree
25-34,"Marketing, Advertising & PR",Woman,White,Senior Communications Specialist,4/29/2021 3:42:56,5-7 years,5-7 years,Master's degree
35-44,Engineering or Manufacturing,Woman,White,-,4/28/2021 19:21:37,11 - 20 years,2 - 4 years,Master's degree
35-44,Hospitality & Events,Woman,White,Accounts Payable Lead,5/3/2021 14:57:06,11 - 20 years,11 - 20 years,Some college
18-24,Law,Man,White,Proposal Specialist,4/28/2021 3:12:16,2 - 4 years,1 year or less,College degree
25-34,Agriculture or Forestry,Woman,White,Digital Marketing Coordinator,4/29/2021 0:49:04,2 - 4 years,2 - 4 years,College degree
25-34,Business or Consulting,Woman,White,Executive Assistant,4/27/2021 20:43:05,5-7 years,2 - 4 years,College degree
35-44,Hospitality & Events,Woman,White,Event Director,4/27/2021 20:25:11,11 - 20 years,11 - 20 years,Some college
35-44,Business or Consulting,Woman,White,Digital Marketing Strategist,4/28/2021 12:07:08,11 - 20 years,11 - 20 years,College degree
25-34,Education (Higher Education),Man,"Hispanic, Latino, or Spanish origin, White",PhD Candidate,4/28/2021 17:54:56,2 - 4 years,2 - 4 years,Master's degree
35-44,Education (Higher Education),Woman,White,Scholarly Communication Librarian,4/27/2021 21:21:47,11 - 20 years,8 - 10 years,Master's degree
55-64,Insurance,Woman,White,Customer service ,4/27/2021 13:00:13,21 - 30 years,11 - 20 years,High School
35-44,Business or Consulting,Other or prefer not to answer,Another option not listed here or prefer not to answer,Salesforce Consultant,7/20/2021 20:32:42,11 - 20 years,8 - 10 years,College degree
55-64,Real estate servicea,Man,White,PM Commercial property consultant,4/28/2021 17:13:58,21 - 30 years,11 - 20 years,Some college
35-44,Health care,Woman,White,Surgical technologist ,4/29/2021 5:21:07,21 - 30 years,11 - 20 years,College degree
25-34,Business or Consulting,Woman,White,Brand Manager,3/18/2022 20:24:38,5-7 years,5-7 years,College degree
45-54,Nonprofits,Woman,White,"Vice President, Grants and Contracts",4/27/2021 11:49:31,31 - 40 years,21 - 30 years,Master's degree
18-24,Computing or Tech,Man,Asian or Asian American,DevOps Engineer,2/2/2023 14:22:11,2 - 4 years,2 - 4 years,Master's degree
25-34,Computing or Tech,Woman,White,ux research,4/27/2021 17:18:20,2 - 4 years,2 - 4 years,PhD
55-64,Hospitality & Events,Woman,White,Night auditor,4/27/2021 23:05:39,31 - 40 years,11 - 20 years,College degree
18-24,Government and Public Administration,Woman,White,Office Manager,4/27/2021 12:31:31,2 - 4 years,2 - 4 years,College degree
